AK_c_Keq;AK_c_KmADP;AK_c_KmAMP;AK_c_KmATP;AK_c_Vmax;AK_c_k1;AK_c_k2;AK_g_Keq;AK_g_KmADP;AK_g_KmAMP;AK_g_KmATP;AK_g_Vmax;AK_g_k1;AK_g_k2;ALD_g_Keq;ALD_g_KiADP;ALD_g_KiAMP;ALD_g_KiATP;ALD_g_KiGA3P;ALD_g_KmDHAP;ALD_g_KmFru16BP;ALD_g_KmGA3P;ALD_g_Vmax;ATPu_c_k;ENO_c_Keq;ENO_c_Km2PGA;ENO_c_KmPEP;ENO_c_Vmax;G3PDH_g_Keq;G3PDH_g_KmDHAP;G3PDH_g_KmGly3P;G3PDH_g_KmNAD;G3PDH_g_KmNADH;G3PDH_g_Vmax;G6PDH_c_Keq;G6PDH_c_Km6PGL;G6PDH_c_KmGlc6P;G6PDH_c_KmNADP;G6PDH_c_KmNADPH;G6PDH_c_Vmax;G6PDH_g_Keq;G6PDH_g_Km6PGL;G6PDH_g_KmGlc6P;G6PDH_g_KmNADP;G6PDH_g_KmNADPH;G6PDH_g_Vmax;G6PP_c_Keq;G6PP_c_KmGlc;G6PP_c_KmGlc6P;G6PP_c_Vmax;GAPDH_g_Keq;GAPDH_g_Km13BPGA;GAPDH_g_KmGA3P;GAPDH_g_KmNAD;GAPDH_g_KmNADH;GAPDH_g_KmPi;GAPDH_g_Vmax;GAPDH_g_Vrmax;GDA_g_k;GK_g_Keq;GK_g_KmADP;GK_g_KmATP;GK_g_KmGly;GK_g_KmGly3P;GK_g_Vmax;GPO_c_KmGly3P;GPO_c_Vmax;GlcT_c_KmGlc;GlcT_c_Vmax;GlcT_c_alpha;GlcT_g_k;HXK_c_Keq;HXK_c_KmADP;HXK_c_KmATP;HXK_c_KmGlc;HXK_c_KmGlc6P;HXK_c_Vmax;HXK_c_Vmaxpc;HXK_g_Keq;HXK_g_KmADP;HXK_g_KmATP;HXK_g_KmGlc;HXK_g_KmGlc6P;HXK_g_Vmax;PFK_g_Keq;PFK_g_Ki1;PFK_g_Ki2;PFK_g_KmADP;PFK_g_KmATP;PFK_g_KmFru6P;PFK_g_KsATP;PFK_g_Vmax;PGAM_c_Keq;PGAM_c_Km2PGA;PGAM_c_Km3PGA;PGAM_c_Vmax;PGI_g_Keq;PGI_g_Ki6PG;PGI_g_KmFru6P;PGI_g_KmGlc6P;PGI_g_Vmax;PGI_g_Vrmax;PGK_g_Keq;PGK_g_Km13BPGA;PGK_g_Km3PGA;PGK_g_KmADP;PGK_g_KmATP;PGK_g_Vmax;PGK_g_Vrmax;PGL_c_Keq;PGL_c_Km6PG;PGL_c_Km6PGL;PGL_c_Vmax;PGL_c_k;PGL_g_Keq;PGL_g_Km6PG;PGL_g_Km6PGL;PGL_g_Vmax;PGL_g_k;PPI_c_Keq;PPI_c_KmRib5P;PPI_c_KmRul5P;PPI_c_Vmax;PPI_g_Keq;PPI_g_KmRib5P;PPI_g_KmRul5P;PPI_g_Vmax;PYK_c_Keq;PYK_c_KiADP;PYK_c_KiATP;PYK_c_KmADP;PYK_c_KmATP;PYK_c_KmPEP;PYK_c_KmPyr;PYK_c_Vmax;PYK_c_n;PyrT_c_KmPyr;PyrT_c_Vmax;RK_g_Keq;RK_g_KmADP;RK_g_KmATP;RK_g_KmRib;RK_g_KmRib5P;RK_g_Vmax;RK_g_Vrmax;TPI_g_Keq;TPI_g_KmDHAP;TPI_g_KmGA3P;TPI_g_Vmax;TPI_g_Vrmax;TR_c_Keq;TR_c_KmNADP;TR_c_KmNADPH;TR_c_KmTS2;TR_c_KmTSH2;TR_c_Vmax;_3PGAT_g_k;_6PGDH_c_Keq;_6PGDH_c_Km6PG;_6PGDH_c_KmNADP;_6PGDH_c_KmNADPH;_6PGDH_c_KmRul5P;_6PGDH_c_Vmax;_6PGDH_g_Keq;_6PGDH_g_Km6PG;_6PGDH_g_KmNADP;_6PGDH_g_KmNADPH;_6PGDH_g_KmRul5P;_6PGDH_g_Vmax;GAPDH_g_inhib
0.467846;0.168187;1.39365;0.0273415;66.9491;2056.83;4396.38;0.485711;0.110115;1.2125;0.41678;1.47579;1729.16;3560.07;0.119291;1.36358;4.26417;0.839089;0.0898901;0.0158617;0.0083713;0.0680001;641.876;58.123;5.26961;0.0603417;0.273561;624.085;16162.3;0.0873355;1.99788;0.412793;0.00838635;458.931;3.56505;0.0415084;0.0581772;0.00957573;0.000112484;7.45595;11.4674;0.0450469;0.0595083;0.00973391;9.53E-05;7.45595;337.832;4.75843;3.47151;15.5925;0.100147;0.0976401;0.139321;0.425761;0.0190517;5.56643;1288.35;407.513;484.189;0.000821101;0.560328;0.28046;0.52988;3.42931;194.204;1.69288;377.049;1.19292;93.9156;0.719756;1.29E+06;743.601;0.13107;0.137836;0.100995;8.51173;125.929;0.0645603;595.07;0.145209;0.121951;0.0856715;13.0607;1824.63;1061.44;18.5172;9.08917;0.422245;0.0631855;1.00301;0.0314439;1661.15;0.177346;0.148228;0.153524;204.943;0.457228;0.128054;0.112024;0.420387;2570.32;1513.15;3466.4;0.00702469;2.10988;1.50371;0.383182;2669.19;1239.52;17993.5;0.028275;0.0528452;40.8585;0.059979;20547.3;0.0783712;0.0569974;7.21033;0.0583812;4.54983;4.03799;1.1505;78.8148;5.01624;3.73578;1.60657;78.8148;13925;0.779078;0.769283;0.114107;15.9772;0.33789;29.0999;839.452;2.59693;2.21795;230.917;0.0113491;0.289963;0.224135;0.550608;0.3425;5.97661;654.399;0.0455173;1.18206;0.23201;1236.01;5329.82;395.805;0.0646574;0.000766978;0.00670282;0.000637995;249.394;2377.86;44.3117;0.00302627;0.000825276;0.000596721;0.0279768;12.1359;55.3205;0.00397435;0.000836623;0.000613982;0.0290327;12.1359;2.7011
0.499309;0.0540716;9.71;0.0538415;29.2929;9690.59;19408;0.483581;0.339418;9.9136;0.695713;6.52648;934.988;1933.47;0.0662322;1.29836;4.16932;0.548533;0.104366;0.0188742;0.00793406;0.0748468;415.796;26.3481;4.00517;0.0538096;0.26132;607.052;16526.4;0.0895512;1.52082;0.333899;0.0112643;462.426;2.40589;0.048568;0.0560086;0.00921511;0.000110322;8.88283;7.46977;0.0477306;0.0577466;0.0092964;0.000133419;8.88283;222.806;3.41005;3.93142;26.1899;0.0656215;0.0748393;0.186325;0.571603;0.0217779;0.868013;1475.14;347.484;191.329;0.000850158;0.570315;0.235336;0.501229;3.3846;178.812;1.68269;380.424;1.17891;122.491;0.499937;499315;745.375;0.150652;0.114336;0.106582;14.5016;32.71;0.0170763;610.145;0.119412;0.105221;0.123961;13.2204;1882.81;979.45;16.0858;14.2524;0.278869;0.0697164;0.936543;0.0363778;1869.67;0.168292;0.179965;0.158988;224.935;0.459409;0.130721;0.120804;0.454284;2026.8;1185.03;3467.14;0.000730064;1.47473;0.0397444;0.37265;2641.57;1370.52;19646.7;0.0509888;0.0532954;28.7878;0.0577212;17962.2;0.00897414;0.0583598;5.0802;0.0559164;5.65739;4.48565;1.22693;83.9433;7.42943;4.02659;1.07497;83.9433;11346.9;0.635297;0.511458;0.109916;14.4616;0.424613;30.6523;1064.68;2.46948;2.00966;240.762;0.0111926;0.274751;0.219798;0.487392;0.392879;2.70006;239.411;0.0433061;1.16345;0.241837;1200.2;5760.74;423.381;0.0258046;0.000767001;0.00900828;0.000213421;267.194;12042;44.0276;0.00375482;0.000991957;0.000688296;0.043069;12.7778;40.8347;0.00289448;0.000846233;0.000600263;0.0252747;12.7778;2.4461
0.482975;0.0796781;1.28306;0.125519;19.9991;543.049;1124.38;0.50304;0.0706542;13.621;0.162286;1.50754;254.339;505.603;0.0824953;1.97312;3.01263;0.682447;0.090674;0.0138519;0.00855754;0.0771097;598.68;52.8525;3.80582;0.0507835;0.208862;554.524;14780.9;0.098663;1.42515;0.371306;0.00721638;458.33;13.6997;0.0431354;0.0568201;0.00938029;0.00011035;8.9351;10.139;0.0408298;0.0570966;0.00917325;8.22E-05;8.9351;248.297;5.81119;5.43616;22.0048;0.102138;0.116105;0.141259;0.366829;0.0173398;0.562835;1112.98;427.642;4590.46;0.000817252;0.560102;0.186526;0.442014;4.03052;176.593;1.77762;376.497;1.05082;149.426;0.865939;1.38E+06;984.085;0.107695;0.12818;0.0964752;10.1378;173.303;0.0952652;575.503;0.106927;0.10662;0.100513;10.6056;1645.86;1007.58;13.5159;10.8433;1.92847;0.057093;0.909511;0.0420253;1780.6;0.167553;0.141879;0.150214;237.796;0.533116;0.141446;0.109819;0.422062;2745.44;1353.49;3565.47;0.00553164;2.24393;0.0834768;0.277291;2799.58;1316.84;18333.5;0.032134;0.058913;22.4556;0.0499763;14683.2;0.0489546;0.0362307;3.96276;0.0608094;6.05035;4.29068;1.54287;69.6676;6.83835;3.92206;1.50495;69.6676;11322.5;0.694038;0.563224;0.124118;14.7029;0.381845;42.5071;1153.79;2.47015;1.96449;246.409;0.00923489;0.252872;0.237681;0.568359;0.365488;7.98305;1263.51;0.0484456;1.14629;0.220198;1518.93;6022.88;427.988;0.423834;0.000774292;0.0064637;0.00214367;198.086;1078.34;34.9514;0.00297488;0.000857925;0.000670316;0.0363286;12.2283;41.5068;0.00330335;0.00082873;0.000617747;0.0376494;12.2283;2.67317
0.505313;0.434057;10.2863;0.074847;2.4563;1142.45;2260.87;0.496242;0.281113;2.40143;0.438891;622.625;253502;510843;0.0748627;1.79117;3.8684;0.807307;0.116797;0.0146834;0.00897725;0.0667636;491.883;46.9112;3.74384;0.0550965;0.241586;534.778;22464.9;0.091796;1.97717;0.505575;0.0132104;480.922;5.52266;0.0384257;0.0595165;0.00925487;9.81E-05;8.70865;4.53195;0.0342053;0.057902;0.00954954;0.000122968;8.70865;254.347;5.97656;2.94965;26.4721;0.0523735;0.0934437;0.168026;0.375153;0.025927;4.11703;778.943;577.399;238.207;0.000837048;0.553761;0.376055;0.479038;3.51486;237.428;1.76617;372.699;1.25319;92.0206;0.770554;1.16E+07;669.464;0.131525;0.131685;0.107532;14.2385;40.545;0.0215347;746.359;0.106909;0.102455;0.109204;14.8244;1842.23;1035.65;21.3462;17.9014;0.984369;0.0667293;0.963139;0.0493052;1854.55;0.158569;0.168909;0.149761;224.111;0.44234;0.107027;0.116155;0.405896;2015.31;1316.96;3306.56;0.00120005;1.25602;0.0699711;0.281215;3538.67;1284.54;18009.8;0.0730224;0.0577742;26.0399;0.0520855;20326.9;0.0187038;0.0491179;4.59528;0.0556415;5.37814;4.41204;1.35074;100.864;6.11746;5.36666;1.27418;100.864;8406.7;0.86772;0.54114;0.103598;14.2906;0.34644;44.0976;823.953;2.5663;2.13183;229.289;0.00838629;0.230724;0.237436;0.48087;0.410267;6.91965;995.241;0.046158;1.16401;0.253153;1211.8;5709.66;493.34;0.0926012;0.000774936;0.00687346;0.00257302;316.286;1427.08;40.4196;0.00286693;0.000820397;0.000535274;0.0296974;6.26011;60.3887;0.00357158;0.00119379;0.00055005;0.0331284;6.26011;3.06022
0.463788;0.0458447;1.34084;0.768644;9.40584;2460.08;5304.31;0.507788;0.208341;1.86052;0.480627;252.118;714.592;1407.26;0.0770093;1.17911;4.58307;0.55703;0.103361;0.0145065;0.00776384;0.0711853;502.983;46.2918;4.11458;0.0577036;0.270222;625.24;18197.1;0.0844503;1.76682;0.395426;0.0100386;472.284;3.35163;0.0362158;0.0574216;0.00940839;0.000145825;10.0832;13.4627;0.0446164;0.060272;0.00940825;9.24E-05;10.0832;275.958;6.55288;5.13988;22.7848;0.0478456;0.111975;0.124809;0.512488;0.0202894;1.99265;685.69;514.175;288.605;0.000788083;0.554056;0.162637;0.544667;3.53384;191.934;1.67999;382.279;1.10364;87.6151;0.726209;2926.8;529.391;0.147574;0.103271;0.0891007;11.4503;24.5947;0.0140484;791.234;0.124916;0.0970223;0.0928062;12.4574;1726.12;1435.81;16.8487;12.9563;0.245979;0.0643492;0.808304;0.032536;1795.08;0.167642;0.135776;0.146729;230.363;0.462193;0.134158;0.114089;0.549142;2461.31;1117.55;3461.09;0.0710155;2.14615;1.07166;0.289619;3016.16;1411.04;16710;0.0537302;0.0465372;31.2687;0.0584277;17129.8;0.0630361;0.0512648;5.51801;0.0580707;6.69539;3.84107;1.43609;73.9613;6.45125;3.64358;1.66946;73.9613;9988.37;0.706029;0.547592;0.102768;13.0089;0.361121;39.1656;1276.59;2.26946;1.89458;229.484;0.00917091;0.239976;0.218689;0.42834;0.365726;16.1785;1882.84;0.0453424;1.25586;0.261792;1176.05;5406.76;366.771;0.305154;0.000750475;0.00771291;0.0193895;275.413;379.987;43.9447;0.00316634;0.00113404;0.000635898;0.0304234;10.0093;49.9071;0.00425617;0.000918743;0.000617215;0.0371878;10.0093;3.55091
0.488873;0.142359;5.52643;0.258987;112.197;12798.2;26178.9;0.488997;1.17342;6.99186;0.916155;369.838;227.368;464.969;0.104278;1.71487;2.87972;0.579346;0.114965;0.011022;0.00921097;0.0723579;1021.11;50.3523;3.24757;0.0563185;0.246821;573.585;18316.1;0.0869277;1.76648;0.451703;0.00740026;464.908;12.2617;0.0450014;0.0618961;0.00932002;9.82E-05;8.67746;5.00462;0.03971;0.0574996;0.00917967;0.000116314;8.67746;328.177;6.84882;4.50651;25.8432;0.0609764;0.101834;0.181869;0.3711;0.0166959;0.120011;1391.94;580.868;8732.94;0.000986641;0.573601;0.224561;0.431711;4.64412;228.801;1.69096;362.14;1.14693;136.893;0.876592;4613.65;813.085;0.142302;0.121254;0.110515;12.8585;37.8037;0.0200509;803.227;0.106465;0.0983152;0.106272;10.6185;1847.58;1072.11;16.4695;9.86595;0.15864;0.0763044;1.01033;0.0396255;1831.36;0.172338;0.160311;0.169631;287.709;0.434027;0.104878;0.122267;0.443451;2356.97;1512.4;3402.48;0.00120383;1.65001;0.1902;0.360423;2685.6;1221.46;17025.7;0.0227817;0.0407257;29.3785;0.055043;21587.2;0.0473041;0.050598;5.18444;0.0540987;5.05341;3.54579;1.29458;86.0828;5.40708;4.07837;1.24761;86.0828;11774.2;0.718555;0.592469;0.100656;13.6659;0.399054;135.59;1587.74;2.41155;2.13738;226.538;0.00910815;0.20375;0.213305;0.508749;0.385734;13.2266;2005.1;0.0438712;1.21338;0.296446;965.365;5376.01;418.691;0.0445757;0.000777698;0.00586129;0.000628362;202.295;5588.61;38.6298;0.00376942;0.000823323;0.000533594;0.0309756;11.8555;44.2491;0.0031864;0.000986815;0.000597713;0.0361676;11.8555;3.38489
0.496636;0.0228441;5.01459;2.50854;111.769;17181.4;34595.5;0.512749;0.167331;4.02142;0.0175542;0.0780813;5236.95;10213.5;0.0758378;1.80501;3.77819;0.566028;0.134011;0.0160327;0.00926299;0.0607143;582.84;65.6139;4.85613;0.0541043;0.221282;574.802;16170.5;0.107741;1.78414;0.504975;0.0113626;416.911;3.12311;0.041198;0.056207;0.0094538;0.000103729;10.2641;5.21617;0.037051;0.0556869;0.00917895;9.47E-05;10.2641;194.579;4.59772;5.00975;22.8765;0.0517622;0.127882;0.172203;0.394375;0.0211502;3.08491;608.881;473.214;11581.2;0.000837885;0.559915;0.287003;0.434792;3.30012;218.741;1.6252;375.85;1.10357;85.8853;0.624845;142922;601.804;0.144976;0.129472;0.108451;11.1259;93.7411;0.0510451;853.122;0.131345;0.132569;0.0979931;10.1922;1742.7;969.655;13.62;9.21207;1.9521;0.0644708;0.981052;0.0348062;1365.05;0.186132;0.152283;0.159105;219.24;0.363955;0.100946;0.107236;0.354625;1510.59;1267.75;3404.71;0.00207075;1.75724;0.0953101;0.236356;2429.95;1203.97;23777.7;0.0916207;0.0408383;25.1741;0.0558055;17233.3;0.0240203;0.0521142;4.44248;0.0557424;6.99314;4.89597;1.22781;82.6439;5.75172;3.63604;1.34279;82.6439;10934.5;0.578366;0.560357;0.0970017;15.8908;0.494626;84.891;1214.11;2.36906;1.98295;216.07;0.0123683;0.250741;0.258437;0.555037;0.351993;16.6843;2192.38;0.045184;1.25424;0.287689;1175.59;5967.8;505.3;0.100469;0.000760104;0.00832993;0.00480067;197.455;156.001;52.4872;0.00349275;0.000959831;0.00064081;0.0278837;8.41453;41.0758;0.00324585;0.000947089;0.000501739;0.0241984;8.41453;3.02014
0.472691;1.48986;3.72449;0.597321;73.4449;9.7352;20.5953;0.486957;0.0467831;2.80077;0.20478;1482.63;447.913;919.822;0.0756205;1.13462;3.06533;0.81084;0.112416;0.0137064;0.00993482;0.0762448;677.123;34.8485;3.82939;0.0520557;0.229094;542.266;17351.6;0.115304;2.21578;0.430304;0.00832312;451.493;5.17701;0.0405274;0.0559738;0.00921303;9.07E-05;8.98048;8.50185;0.0331438;0.0568691;0.00962159;9.90E-05;8.98048;245.76;5.65203;5.66042;21.6744;0.0781472;0.143868;0.135629;0.511592;0.0231299;3.70275;767.87;475.992;28.758;0.000882676;0.561216;0.222932;0.385365;3.39213;210.275;1.6585;378.412;1.14898;112.406;0.732533;780592;805.273;0.122375;0.129482;0.113916;10.8002;168.361;0.0883435;793.583;0.129821;0.116459;0.0774275;11.721;1737.4;882.227;11.9277;16.1807;2.7153;0.0691281;1.13308;0.0467518;1300.34;0.183772;0.134183;0.1391;242.568;0.426636;0.128461;0.101183;0.391703;2130.32;1302.87;3246.04;0.00269283;1.3931;0.0898922;0.339469;2176.42;1299.41;17445.2;0.205985;0.054555;37.9272;0.0571651;19501.4;0.251267;0.0459101;6.69304;0.052612;5.13689;2.99587;1.28755;72.105;5.18997;3.69205;1.39293;72.105;14016.4;0.626537;0.503444;0.113647;14.2331;0.398947;49.1701;1282.28;2.27188;1.97987;210.914;0.0123003;0.275681;0.213372;0.460251;0.295461;25.8413;2532.92;0.0473554;1.16553;0.244373;1276.72;5652.71;410.363;0.090039;0.00076066;0.00694311;0.000329155;286.668;427.674;58.9514;0.00334445;0.00100385;0.000653119;0.0300922;11.003;51.7509;0.0034381;0.000917888;0.000655249;0.0330677;11.003;2.71094
0.451422;0.101258;11.713;0.0815618;378.326;5987.49;13263.6;0.478531;0.377295;5.42296;0.280818;237.744;92.2525;192.783;0.0787341;1.12191;3.35258;0.910267;0.100934;0.0138043;0.00986756;0.0647038;491.568;51.6661;3.96653;0.0556035;0.312055;609.684;16734.6;0.09116;2.2984;0.341729;0.00942637;410.692;2.56935;0.0404066;0.0566411;0.00938403;0.000128674;8.35402;12.897;0.0337667;0.0603777;0.00939246;8.34E-05;8.35402;211.326;4.6927;4.97379;2.16397;0.0704698;0.0889079;0.134761;0.591672;0.0224927;5.07964;1498.23;538.612;360.183;0.000814344;0.558812;0.219248;0.404319;4.01352;249.249;1.70935;382.397;0.943322;103.26;0.506439;76531.5;749.065;0.132644;0.110923;0.0809737;11.0338;66.9344;0.035632;859.675;0.137124;0.0900982;0.110619;14.6768;1811.56;878.477;18.7695;9.9353;2.5437;0.0556485;0.877635;0.034832;1691.75;0.176397;0.189915;0.137093;326.112;0.507848;0.121865;0.121782;0.405036;2023.28;1209.97;3376.83;0.00133323;1.94774;3.94199;0.261064;3106.14;1298.95;26004.9;0.468762;0.0539893;26.3323;0.0545891;15375.5;0.00868231;0.0538606;4.64687;0.0572875;4.77884;4.04579;1.40261;73.9293;6.62042;4.04309;1.1445;73.9293;9493.13;0.466391;0.77864;0.107978;15.4488;0.307844;61.2503;1139.16;2.35539;1.81842;225.752;0.0118267;0.271517;0.225005;0.481663;0.423665;4.87003;387.959;0.0458127;1.17539;0.222033;1376.62;5676.3;550.628;0.00688895;0.000749893;0.00634144;0.00137751;235.542;6576.8;43.6512;0.00320857;0.000947877;0.000575517;0.025336;12.0821;47.485;0.00387024;0.00100526;0.000629464;0.0238748;12.0821;3.36317
0.495478;1.46081;0.723887;0.0822443;133.666;27.5435;55.5897;0.490356;1.21902;6.25876;0.576729;3.70463;806.92;1645.58;0.0888213;1.3367;4.19165;1.02123;0.0835011;0.0153013;0.008509;0.0718756;380.663;48.1955;4.07537;0.0501259;0.266529;607.502;19670.9;0.126458;1.8836;0.423333;0.0101196;448.843;5.73268;0.0397991;0.0575348;0.00948551;0.00013525;7.75178;8.38155;0.041796;0.0588777;0.0094929;9.52E-05;7.75178;285.326;3.27114;5.32321;18.1936;0.0607647;0.140473;0.174774;0.556894;0.0215666;0.402275;1041.89;539.088;2164.4;0.000779644;0.563487;0.223064;0.509473;3.88888;197.628;1.73933;354.197;1.12508;121.939;0.699355;3.68E+06;790.928;0.119027;0.107799;0.134384;10.166;67.7022;0.036174;824.008;0.138663;0.11604;0.0968891;8.80258;1803.87;1138.86;19.364;10.4003;0.234328;0.0741677;0.962462;0.034244;1942.13;0.161145;0.158698;0.151297;208.159;0.399227;0.156055;0.118883;0.430081;1973.37;1380.14;3239.3;0.00232149;1.76105;0.121211;0.299547;2455.49;1355.68;17984.5;0.0986448;0.0572025;36.0858;0.0597931;21712.5;0.0460866;0.0570956;6.36808;0.0541776;6.29856;3.8249;1.32705;81.2104;6.31564;5.89218;1.43041;81.2104;11204.7;0.604302;0.484503;0.124769;15.2733;0.265481;28.1098;1310.88;2.80909;1.95539;233.023;0.0129726;0.269627;0.281116;0.614668;0.384763;19.2102;2466.46;0.0440834;1.13072;0.244369;1179.58;5782.89;478.804;0.0452874;0.000768676;0.00674445;0.00228628;214.9;423.418;50.6427;0.00297996;0.000977188;0.000598389;0.0261918;14.9437;62.8263;0.00420312;0.00101684;0.000783234;0.0262736;14.9437;3.39
0.481865;0.0201317;7.75516;0.0239808;14.3346;951.043;1973.67;0.486471;0.0768291;6.08135;0.173159;1.46802;262.577;539.76;0.0775696;1.46308;2.78019;0.672554;0.0884557;0.0126893;0.00845992;0.0853593;531.146;47.5645;4.45387;0.0494348;0.245126;621.137;19352.3;0.117019;2.15845;0.392749;0.0105038;452.95;11.6633;0.0426872;0.0564949;0.0096853;0.000107755;11.7856;3.48392;0.0375894;0.0602483;0.00905489;0.000112109;11.7856;240.001;5.92003;4.97559;29.1746;0.0492819;0.110186;0.180879;0.384729;0.0205752;0.316436;551.363;368.165;31.8339;0.000800114;0.561706;0.391605;0.419873;3.90163;183.765;1.70602;361.838;1.04515;91.6458;0.92741;56402.7;761.143;0.123651;0.107457;0.0958579;11.7582;85.9634;0.0409979;836.267;0.12036;0.128566;0.0903865;13.6814;2010.81;1068.14;21.4473;8.26394;1.69099;0.0739458;1.11131;0.0423493;1767.39;0.187381;0.142299;0.162223;246.752;0.47165;0.102174;0.118327;0.418596;2241.09;1356.73;3249.38;0.00315884;1.24105;0.0406109;0.464114;3978.94;1305.91;23709.7;0.0164006;0.0480981;29.5134;0.0543802;20658.3;0.107028;0.0566684;5.20824;0.0517282;5.04329;3.96896;1.19209;65.2302;6.05732;3.85966;1.41134;65.2302;12127.3;0.599467;0.615541;0.1092;15.5567;0.300481;42.8647;1168.55;2.53853;1.66672;241.536;0.00891099;0.212366;0.242821;0.410439;0.470262;4.57588;512.46;0.0477741;1.16169;0.252097;1295.59;5885.07;511.226;0.0740245;0.000761045;0.00695302;0.000308738;285.636;2807.75;55.1109;0.00424228;0.00108656;0.000550208;0.0393453;8.77456;48.5684;0.00366656;0.00109201;0.000543197;0.0256021;8.77456;2.3048
0.48058;0.188181;4.59274;0.184207;47.5094;1040.07;2164.19;0.505046;0.0796305;0.435795;0.0737951;24501.7;101.54;201.051;0.101403;1.8178;3.388;0.599481;0.103868;0.0176066;0.010321;0.0916547;566.724;33.0291;4.11248;0.0549495;0.205338;621.415;16727.6;0.101138;2.6157;0.45642;0.0101268;461.583;5.05377;0.0408929;0.0577029;0.00931968;8.42E-05;7.64361;15.7568;0.0443769;0.0577028;0.00985295;0.000110796;7.64361;335.306;6.74519;6.61305;39.3561;0.0610021;0.14285;0.17208;0.458544;0.0228157;0.946857;586.578;401.189;291.589;0.000829968;0.555033;0.157745;0.423872;5.29738;233.373;1.75313;380.1;1.05837;109.373;0.770948;70770.9;833.057;0.130369;0.117265;0.113749;13.2699;128.786;0.0750042;617.84;0.109474;0.128439;0.11065;11.5454;1588.26;1199.05;13.785;13.4116;0.589331;0.0654675;0.996778;0.0457375;1627.62;0.167618;0.166371;0.172684;171.298;0.474794;0.127395;0.154291;0.353355;1310.96;1217.81;3472.78;0.00318206;1.99994;0.155086;0.271569;3502.19;1171.51;18718;0.0140412;0.0507209;22.9837;0.0551549;12556.5;0.147353;0.0493235;4.05594;0.051815;6.18367;4.22586;1.49507;71.8393;5.0263;4.02278;1.05198;71.8393;10237.9;0.440781;0.485293;0.100965;13.6267;0.397624;36.9003;1373.83;2.55201;1.82597;227.457;0.0114938;0.245747;0.21828;0.569378;0.394571;5.88005;655.718;0.0463894;1.06873;0.223026;1373.87;6180.37;462.972;0.143437;0.000780462;0.00735583;0.00113347;230.948;1740.38;45.0921;0.00392634;0.00108377;0.000587804;0.0317665;10.3649;54.3234;0.00294913;0.00101641;0.000544986;0.0338077;10.3649;2.41221
0.477175;0.179921;3.98871;0.366213;225.361;585.962;1227.98;0.470566;0.0437911;5.24519;0.413261;2.36634;236.007;501.539;0.0783741;1.42246;3.17898;0.44586;0.139497;0.0156433;0.00900545;0.0858298;752.286;65.5791;4.62831;0.0494974;0.325292;520.552;21118.6;0.103991;2.89297;0.394958;0.00858294;462.886;9.3884;0.035881;0.0585144;0.00906438;0.000108137;7.85297;2.35317;0.0479304;0.058696;0.00938381;0.00012169;7.85297;211.451;4.11915;5.98371;21.704;0.0471301;0.0883268;0.153191;0.428216;0.0192686;0.320836;824.565;458.499;674.102;0.000829604;0.559092;0.212834;0.38569;3.21336;206.255;1.75206;383.988;1.02651;93.7015;0.574825;379952;757.492;0.113132;0.135176;0.121217;13.0439;100.445;0.0479355;632.372;0.148345;0.0863416;0.108167;13.4833;1994.96;773.291;14.5313;13.5967;1.13797;0.0615739;1.01193;0.0378496;2182.06;0.173192;0.164994;0.170473;146.604;0.501512;0.170211;0.0987622;0.485706;3025.19;1238.95;3373.23;0.00430161;1.85355;0.0480587;0.289287;2550.45;1555.37;17770.8;0.034986;0.039497;26.6804;0.0533821;15358;0.0375609;0.0591063;4.70831;0.0582052;5.73346;3.70596;1.99421;61.363;5.09303;4.62942;1.86847;61.363;11946.9;0.569405;0.422272;0.0978473;17.595;0.405649;72.9572;1047.09;2.49586;2.10515;232.886;0.0097299;0.239942;0.191949;0.674682;0.416683;7.62429;1015;0.0462113;1.2777;0.264017;1257.81;5624.32;396.959;0.205982;0.000765187;0.00808682;0.00285437;216.511;64.6884;46.3047;0.00382005;0.000730179;0.000580055;0.0309294;9.28361;46.7852;0.00307521;0.00108008;0.000734808;0.0259104;9.28361;2.85787
